
Felt: narsjo


Dato         Nedbør  Temperatur  Snømag.    Simulert   Observert         H90         L90         H50         L50
25/06-2016      15.5      13.0       0.0       1.973       2.714  -10000.000  -10000.000  -10000.000  -10000.000
26/06-2016       0.0      12.5       0.0       2.163       2.888  -10000.000  -10000.000  -10000.000  -10000.000
27/06-2016       5.7      15.2       0.0       2.082       2.868  -10000.000  -10000.000  -10000.000  -10000.000
28/06-2016       1.5      11.2       0.0       2.027       2.790  -10000.000  -10000.000  -10000.000  -10000.000
29/06-2016       2.0       7.5       0.0       1.878       2.681  -10000.000  -10000.000  -10000.000  -10000.000
30/06-2016       0.2      10.2       0.0       1.727       2.522  -10000.000  -10000.000  -10000.000  -10000.000
01/07-2016       1.2       8.3       0.0       1.602       2.416  -10000.000  -10000.000  -10000.000  -10000.000
02/07-2016       4.9       9.0       0.0       1.614       2.358  -10000.000  -10000.000  -10000.000  -10000.000
03/07-2016       7.6       7.8       0.0       1.794       2.391  -10000.000  -10000.000  -10000.000  -10000.000
04/07-2016       0.5       6.0       0.0       1.790       2.403  -10000.000  -10000.000  -10000.000  -10000.000
05/07-2016       0.6       7.6       0.0       1.638       2.428  -10000.000  -10000.000  -10000.000  -10000.000
06/07-2016       3.3       8.7       0.0       1.589       2.517  -10000.000  -10000.000  -10000.000  -10000.000
07/07-2016       0.0       5.1       0.0       1.513       2.524  -10000.000  -10000.000  -10000.000  -10000.000
08/07-2016       0.0       7.0       0.0       1.390       2.393  -10000.000  -10000.000  -10000.000  -10000.000
09/07-2016       0.0       9.1       0.0       1.307       2.209  -10000.000  -10000.000  -10000.000  -10000.000
10/07-2016       3.5       9.4       0.0       1.304       2.069  -10000.000  -10000.000  -10000.000  -10000.000
11/07-2016       8.7      12.5       0.0       1.510       2.004  -10000.000  -10000.000  -10000.000  -10000.000
12/07-2016       7.3      10.9       0.0       1.781       2.073  -10000.000  -10000.000  -10000.000  -10000.000
13/07-2016       8.6      11.1       0.0       2.042       2.258  -10000.000  -10000.000  -10000.000  -10000.000
14/07-2016       2.2       9.6       0.0       2.097       2.379  -10000.000  -10000.000  -10000.000  -10000.000
15/07-2016       0.0       8.4       0.0       1.900       2.374  -10000.000  -10000.000  -10000.000  -10000.000
---------------------------------------------------------------------------------------------------------------
16/07-2016       0.0       9.0       0.0       1.698       2.125       2.437       1.914       2.269       2.018
17/07-2016       5.2       9.3       0.0       1.693       2.090       3.382       1.675       2.396       1.933
18/07-2016       4.9       8.5       0.0       1.795       2.197       4.877       1.548       2.626       1.916
19/07-2016       1.5       6.7       0.0       1.772       2.184       4.459       1.506       2.871       1.804
20/07-2016       0.0       8.2       0.0       1.634       2.061       4.770       1.436       2.606       1.718
21/07-2016       0.0      12.5       0.0       1.490       1.942       4.604       1.291       2.456       1.555
22/07-2016       0.1      14.5       0.0       1.382       1.803       4.257       1.227       2.357       1.499
23/07-2016       0.2      14.4       0.0       1.281       1.739       4.001       1.163       2.217       1.411
24/07-2016       0.2      12.6       0.0       1.209       1.707       4.046       1.122       2.097       1.397


Felt: aulestad


Dato         Nedbør  Temperatur  Snømag.    Simulert   Observert         H90         L90         H50         L50
25/06-2016       9.8      12.5       0.3      13.972       6.690  -10000.000  -10000.000  -10000.000  -10000.000
26/06-2016       0.1      15.4       0.2      12.269       6.025  -10000.000  -10000.000  -10000.000  -10000.000
27/06-2016      15.6      12.9       0.2      17.052      17.137  -10000.000  -10000.000  -10000.000  -10000.000
28/06-2016       9.9       9.8       0.2      21.025      21.382  -10000.000  -10000.000  -10000.000  -10000.000
29/06-2016       0.7      11.3       0.2      18.898      13.588  -10000.000  -10000.000  -10000.000  -10000.000
30/06-2016       2.5      10.8       0.1      15.514      15.870  -10000.000  -10000.000  -10000.000  -10000.000
01/07-2016      15.8       8.4       0.1      20.518      24.094  -10000.000  -10000.000  -10000.000  -10000.000
02/07-2016       7.5       8.1       0.1      23.986      22.919  -10000.000  -10000.000  -10000.000  -10000.000
03/07-2016      10.0       7.1       0.1      26.384      26.080  -10000.000  -10000.000  -10000.000  -10000.000
04/07-2016       2.2       7.8       0.1      24.806      20.270  -10000.000  -10000.000  -10000.000  -10000.000
05/07-2016       2.5       9.8       0.1      20.925      17.005  -10000.000  -10000.000  -10000.000  -10000.000
06/07-2016      12.0       9.5       0.0      23.381      18.679  -10000.000  -10000.000  -10000.000  -10000.000
07/07-2016       0.8      10.0       0.0      22.313      14.532  -10000.000  -10000.000  -10000.000  -10000.000
08/07-2016       0.0      10.7       0.0      18.032      11.891  -10000.000  -10000.000  -10000.000  -10000.000
09/07-2016       5.4      13.0       0.0      17.007      12.513  -10000.000  -10000.000  -10000.000  -10000.000
10/07-2016       2.9      10.8       0.0      15.758      13.817  -10000.000  -10000.000  -10000.000  -10000.000
11/07-2016       9.3      12.2       0.0      17.512      19.504  -10000.000  -10000.000  -10000.000  -10000.000
12/07-2016      14.3      11.3       0.0      23.280      21.663  -10000.000  -10000.000  -10000.000  -10000.000
13/07-2016       9.6      11.8       0.0      27.510      19.791  -10000.000  -10000.000  -10000.000  -10000.000
14/07-2016      11.3      11.9       0.0      30.848      16.867  -10000.000  -10000.000  -10000.000  -10000.000
15/07-2016       1.6      12.0       0.0      28.744      14.053  -10000.000  -10000.000  -10000.000  -10000.000
---------------------------------------------------------------------------------------------------------------
16/07-2016       3.6      12.2       0.0      24.622      14.375      26.385       8.901      17.866      12.044
17/07-2016       0.4      10.7       0.0      20.484      13.328      29.925       6.372      18.462      10.640
18/07-2016       2.8       9.2       0.0      17.660      12.370      32.106       6.640      20.122       9.656
19/07-2016       1.8      10.4       0.0      15.468      12.934      33.874       5.757      21.396       8.934
20/07-2016       0.0      12.4       0.0      13.816      11.715      33.474       4.695      18.502       7.496
21/07-2016       0.3      14.0       0.0      12.458      10.153      43.450       4.171      16.251       7.012
22/07-2016       0.2      16.5       0.0      11.507      10.970      35.346       3.818      15.806       7.130
23/07-2016       0.2      17.0       0.0      10.748      10.252      40.280       3.957      15.123       6.838
24/07-2016       0.5      16.9       0.0      10.035       9.766      49.093       3.742      14.543       6.375


Felt: atnasjo


Dato         Nedbør  Temperatur  Snømag.    Simulert   Observert         H90         L90         H50         L50
25/06-2016      18.1      11.1       0.7      11.551      17.391  -10000.000  -10000.000  -10000.000  -10000.000
26/06-2016       0.0      12.4       0.5      12.838      19.063  -10000.000  -10000.000  -10000.000  -10000.000
27/06-2016      12.5      12.8       0.3      13.067      22.538  -10000.000  -10000.000  -10000.000  -10000.000
28/06-2016       3.3       8.9       0.2      13.529      25.200  -10000.000  -10000.000  -10000.000  -10000.000
29/06-2016      11.4       8.4       0.2      13.929      22.543  -10000.000  -10000.000  -10000.000  -10000.000
30/06-2016       1.3       9.2       0.1      13.658      19.621  -10000.000  -10000.000  -10000.000  -10000.000
01/07-2016      13.0       6.3       0.1      14.223      21.194  -10000.000  -10000.000  -10000.000  -10000.000
02/07-2016       5.6       6.8       0.1      15.376      22.311  -10000.000  -10000.000  -10000.000  -10000.000
03/07-2016       6.2       6.2       0.1      15.041      22.487  -10000.000  -10000.000  -10000.000  -10000.000
04/07-2016       1.6       5.5       0.1      13.997      21.099  -10000.000  -10000.000  -10000.000  -10000.000
05/07-2016       1.6       8.3       0.1      12.417      18.915  -10000.000  -10000.000  -10000.000  -10000.000
06/07-2016       4.7       6.7       0.1      12.009      17.444  -10000.000  -10000.000  -10000.000  -10000.000
07/07-2016       0.0       6.1       0.0      11.637      16.303  -10000.000  -10000.000  -10000.000  -10000.000
08/07-2016       0.0       8.2       0.0      11.029      15.024  -10000.000  -10000.000  -10000.000  -10000.000
09/07-2016       3.2      10.0       0.0      10.700      14.220  -10000.000  -10000.000  -10000.000  -10000.000
10/07-2016      10.0       8.2       0.0      11.242      14.350  -10000.000  -10000.000  -10000.000  -10000.000
11/07-2016      11.2      10.5       0.0      12.506      15.046  -10000.000  -10000.000  -10000.000  -10000.000
12/07-2016      11.6      10.1       0.0      15.344      15.682  -10000.000  -10000.000  -10000.000  -10000.000
13/07-2016       8.8       9.9       0.0      16.951      15.753  -10000.000  -10000.000  -10000.000  -10000.000
14/07-2016       2.9       9.1       0.0      16.306      16.548  -10000.000  -10000.000  -10000.000  -10000.000
15/07-2016       1.8       8.7       0.0      14.564      16.957  -10000.000  -10000.000  -10000.000  -10000.000
---------------------------------------------------------------------------------------------------------------
16/07-2016       5.3       8.4       0.0      13.575      15.654      20.247      14.372      16.543      15.083
17/07-2016       1.6       7.0       0.0      13.169      15.204      24.373      13.259      16.081      14.534
18/07-2016       4.7       6.2       0.0      12.946      15.196      27.415      12.436      16.697      13.989
19/07-2016       1.1       6.3       0.0      12.574      14.524      27.355      11.600      16.756      13.315
20/07-2016       0.1       8.6       0.0      11.939      13.942      23.266      11.030      16.169      12.666
21/07-2016       0.1      11.5       0.0      11.383      13.470      22.503      10.594      14.903      12.107
22/07-2016       0.5      13.3       0.0      10.866      12.904      20.841      10.162      14.386      11.404
23/07-2016       1.0      13.1       0.0      10.397      12.471      18.836       9.680      14.128      10.948
24/07-2016       0.3      12.9       0.0       9.940      12.295      18.056       9.118      13.828      10.668


Felt: mjosa


Dato         Nedbør  Temperatur  Snømag.    Simulert   Observert         H90         L90         H50         L50
25/06-2016      11.6      10.6     142.6     563.247     445.708  -10000.000  -10000.000  -10000.000  -10000.000
26/06-2016       0.3      11.8     139.4     631.235     479.982  -10000.000  -10000.000  -10000.000  -10000.000
27/06-2016      13.6      11.3     136.6     727.976     614.032  -10000.000  -10000.000  -10000.000  -10000.000
28/06-2016       4.1       8.5     135.1     776.345     833.417  -10000.000  -10000.000  -10000.000  -10000.000
29/06-2016       0.7       8.1     134.0     690.148     850.586  -10000.000  -10000.000  -10000.000  -10000.000
30/06-2016       2.2       8.9     132.6     614.539     740.253  -10000.000  -10000.000  -10000.000  -10000.000
01/07-2016       9.0       6.7     132.0     619.139     683.146  -10000.000  -10000.000  -10000.000  -10000.000
02/07-2016       4.5       6.9     131.3     618.460     637.533  -10000.000  -10000.000  -10000.000  -10000.000
03/07-2016       6.3       5.8     131.8     585.954     607.116  -10000.000  -10000.000  -10000.000  -10000.000
04/07-2016       1.2       5.6     131.6     521.192     571.638  -10000.000  -10000.000  -10000.000  -10000.000
05/07-2016       1.8       7.6     130.8     458.886     518.655  -10000.000  -10000.000  -10000.000  -10000.000
06/07-2016       7.5       6.7     130.2     468.465     482.090  -10000.000  -10000.000  -10000.000  -10000.000
07/07-2016       0.2       6.5     129.6     448.709     433.142  -10000.000  -10000.000  -10000.000  -10000.000
08/07-2016       0.3       8.1     128.7     392.574     404.563  -10000.000  -10000.000  -10000.000  -10000.000
09/07-2016       4.2      10.3     127.1     395.791     375.984  -10000.000  -10000.000  -10000.000  -10000.000
10/07-2016       1.9       8.2     126.0     416.761     363.455  -10000.000  -10000.000  -10000.000  -10000.000
11/07-2016       7.2      10.3     124.7     435.280     390.986  -10000.000  -10000.000  -10000.000  -10000.000
12/07-2016       5.8       9.9     123.5     489.345     425.763  -10000.000  -10000.000  -10000.000  -10000.000
13/07-2016       9.2      10.0     122.3     546.049     461.749  -10000.000  -10000.000  -10000.000  -10000.000
14/07-2016       6.0       9.6     121.2     587.190     486.515  -10000.000  -10000.000  -10000.000  -10000.000
15/07-2016       0.8       9.5     120.3     553.511     479.313  -10000.000  -10000.000  -10000.000  -10000.000
---------------------------------------------------------------------------------------------------------------
16/07-2016       3.7       9.4     119.3     510.002     452.403  -10000.000  -10000.000  -10000.000  -10000.000
17/07-2016       2.0       7.1     118.9     468.618     417.491  -10000.000  -10000.000  -10000.000  -10000.000
18/07-2016       5.2       6.5     118.7     432.328     398.592  -10000.000  -10000.000  -10000.000  -10000.000
19/07-2016       2.4       6.8     118.4     403.360     380.618  -10000.000  -10000.000  -10000.000  -10000.000
20/07-2016       0.0       9.5     117.5     368.182     347.295  -10000.000  -10000.000  -10000.000  -10000.000
21/07-2016       0.3      12.4     116.1     351.125     335.954  -10000.000  -10000.000  -10000.000  -10000.000
22/07-2016       2.4      13.8     114.3     361.524     349.075  -10000.000  -10000.000  -10000.000  -10000.000
23/07-2016       2.8      13.6     112.6     381.716     373.543  -10000.000  -10000.000  -10000.000  -10000.000
24/07-2016       1.1      14.1     110.8     393.040     381.902  -10000.000  -10000.000  -10000.000  -10000.000


Felt: knappom


Dato         Nedbør  Temperatur  Snømag.    Simulert   Observert         H90         L90         H50         L50
25/06-2016       0.6      17.1       0.0      15.862       6.888  -10000.000  -10000.000  -10000.000  -10000.000
26/06-2016       0.0      17.4       0.0      14.180       6.346  -10000.000  -10000.000  -10000.000  -10000.000
27/06-2016       6.5      16.4       0.0      14.760       5.979  -10000.000  -10000.000  -10000.000  -10000.000
28/06-2016       6.3      13.9       0.0      17.010       5.981  -10000.000  -10000.000  -10000.000  -10000.000
29/06-2016       4.4      13.9       0.0      18.187       6.702  -10000.000  -10000.000  -10000.000  -10000.000
30/06-2016       0.2      14.1       0.0      17.279       6.458  -10000.000  -10000.000  -10000.000  -10000.000
01/07-2016       3.9      12.0       0.0      16.297       6.192  -10000.000  -10000.000  -10000.000  -10000.000
02/07-2016      17.4      11.8       0.0      21.847       7.122  -10000.000  -10000.000  -10000.000  -10000.000
03/07-2016       8.6      11.0       0.0      28.928      12.098  -10000.000  -10000.000  -10000.000  -10000.000
04/07-2016       1.2      10.5       0.0      28.835      14.101  -10000.000  -10000.000  -10000.000  -10000.000
05/07-2016       1.0      11.3       0.0      25.729      14.003  -10000.000  -10000.000  -10000.000  -10000.000
06/07-2016       0.9      12.9       0.0      23.113      13.405  -10000.000  -10000.000  -10000.000  -10000.000
07/07-2016       0.4      12.3       0.0      20.626      14.487  -10000.000  -10000.000  -10000.000  -10000.000
08/07-2016       0.0      12.4       0.0      18.394      12.399  -10000.000  -10000.000  -10000.000  -10000.000
09/07-2016       0.2      14.5       0.0      16.364      10.802  -10000.000  -10000.000  -10000.000  -10000.000
10/07-2016       5.5      13.5       0.0      16.111       9.885  -10000.000  -10000.000  -10000.000  -10000.000
11/07-2016       4.2      16.4       0.0      16.776       9.255  -10000.000  -10000.000  -10000.000  -10000.000
12/07-2016       6.2      14.1       0.0      17.640       9.793  -10000.000  -10000.000  -10000.000  -10000.000
13/07-2016       6.4      14.8       0.0      19.201      11.154  -10000.000  -10000.000  -10000.000  -10000.000
14/07-2016       7.8      15.0       0.0      21.207      13.022  -10000.000  -10000.000  -10000.000  -10000.000
15/07-2016       1.6      15.4       0.0      21.272      12.940  -10000.000  -10000.000  -10000.000  -10000.000
---------------------------------------------------------------------------------------------------------------
16/07-2016       0.3      17.1       0.0      19.053      12.005      15.085       9.473      12.998      10.875
17/07-2016       0.9      15.7       0.0      17.046      11.130      15.727       7.848      12.674       9.656
18/07-2016       0.5      13.4       0.0      15.381      10.197      15.163       6.975      12.218       8.772
19/07-2016       1.3      12.7       0.0      14.028      10.017      19.961       6.618      11.482       8.382
20/07-2016       0.0      13.9       0.0      12.971       9.123      21.044       5.757      11.071       7.689
21/07-2016       0.0      16.3       0.0      12.041       8.656      17.320       4.928      10.663       7.079
22/07-2016       0.0      18.3       0.0      11.282       7.949      16.235       4.282      10.411       6.271
23/07-2016       0.0      19.0       0.0      10.668       7.647      14.210       4.393       9.867       5.754
24/07-2016       0.1      19.4       0.0      10.177       7.423      14.323       4.126       9.414       5.561


Felt: losna


Dato         Nedbør  Temperatur  Snømag.    Simulert   Observert         H90         L90         H50         L50
25/06-2016      12.3      10.1     166.2     493.342     392.730  -10000.000  -10000.000  -10000.000  -10000.000
26/06-2016       0.3      11.1     162.5     561.809     426.928  -10000.000  -10000.000  -10000.000  -10000.000
27/06-2016      13.5      11.0     159.2     625.312     536.023  -10000.000  -10000.000  -10000.000  -10000.000
28/06-2016       3.8       8.1     157.5     678.395     740.559  -10000.000  -10000.000  -10000.000  -10000.000
29/06-2016       0.6       7.4     156.2     605.522     767.901  -10000.000  -10000.000  -10000.000  -10000.000
30/06-2016       2.1       8.5     154.5     538.877     661.544  -10000.000  -10000.000  -10000.000  -10000.000
01/07-2016       8.5       6.2     153.8     528.858     589.935  -10000.000  -10000.000  -10000.000  -10000.000
02/07-2016       4.0       6.5     153.0     523.184     545.534  -10000.000  -10000.000  -10000.000  -10000.000
03/07-2016       6.1       5.4     153.6     486.652     511.750  -10000.000  -10000.000  -10000.000  -10000.000
04/07-2016       1.0       5.1     153.4     430.058     485.462  -10000.000  -10000.000  -10000.000  -10000.000
05/07-2016       1.6       7.2     152.4     378.446     442.913  -10000.000  -10000.000  -10000.000  -10000.000
06/07-2016       7.5       6.1     151.7     383.848     407.595  -10000.000  -10000.000  -10000.000  -10000.000
07/07-2016       0.1       5.8     151.1     372.472     369.017  -10000.000  -10000.000  -10000.000  -10000.000
08/07-2016       0.3       7.5     150.0     327.775     348.057  -10000.000  -10000.000  -10000.000  -10000.000
09/07-2016       4.3       9.8     148.1     333.660     320.018  -10000.000  -10000.000  -10000.000  -10000.000
10/07-2016       1.4       7.7     146.9     344.154     305.732  -10000.000  -10000.000  -10000.000  -10000.000
11/07-2016       6.8       9.8     145.3     363.195     320.823  -10000.000  -10000.000  -10000.000  -10000.000
12/07-2016       5.3       9.6     143.9     401.521     347.692  -10000.000  -10000.000  -10000.000  -10000.000
13/07-2016       9.4       9.6     142.5     445.665     374.573  -10000.000  -10000.000  -10000.000  -10000.000
14/07-2016       5.8       9.1     141.3     484.703     393.875  -10000.000  -10000.000  -10000.000  -10000.000
15/07-2016       0.7       8.9     140.2     463.945     398.795  -10000.000  -10000.000  -10000.000  -10000.000
---------------------------------------------------------------------------------------------------------------
16/07-2016       4.0       8.8     139.0     430.837     379.019     452.623     329.280     400.095     350.560
17/07-2016       2.3       6.3     138.6     398.913     351.111     480.901     292.944     403.539     325.377
18/07-2016       5.8       5.9     138.3     369.551     336.759     562.003     256.562     389.416     295.314
19/07-2016       2.6       6.1     138.0     346.015     319.770     605.867     227.190     383.580     269.860
20/07-2016       0.0       9.0     137.0     315.764     292.472     584.531     203.543     358.710     251.106
21/07-2016       0.3      12.0     135.3     302.241     283.755     531.209     177.074     358.842     241.600
22/07-2016       2.8      13.3     133.2     314.197     297.964     524.806     200.266     376.964     252.580
23/07-2016       3.3      12.9     131.2     335.139     322.788     572.070     198.550     411.750     261.011
24/07-2016       1.2      13.5     129.1     347.499     330.812     540.273     187.750     423.007     255.664


Felt: unsetaaa


Dato         Nedbør  Temperatur  Snømag.    Simulert   Observert         H90         L90         H50         L50
25/06-2016      15.1      12.7       0.0       8.698       9.134  -10000.000  -10000.000  -10000.000  -10000.000
26/06-2016       0.5      13.1       0.0       8.079       8.684  -10000.000  -10000.000  -10000.000  -10000.000
27/06-2016       4.6      15.0       0.0       7.994       8.411  -10000.000  -10000.000  -10000.000  -10000.000
28/06-2016       1.7      11.1       0.0       7.501       8.468  -10000.000  -10000.000  -10000.000  -10000.000
29/06-2016       4.5       8.3       0.0       7.501       7.921  -10000.000  -10000.000  -10000.000  -10000.000
30/06-2016       0.8      10.5       0.0       7.042       7.685  -10000.000  -10000.000  -10000.000  -10000.000
01/07-2016       7.1       8.2       0.0       7.498       7.772  -10000.000  -10000.000  -10000.000  -10000.000
02/07-2016       6.2       9.0       0.0       7.700       7.542  -10000.000  -10000.000  -10000.000  -10000.000
03/07-2016       7.7       8.2       0.0       8.202       8.511  -10000.000  -10000.000  -10000.000  -10000.000
04/07-2016       2.3       6.2       0.0       7.894       8.115  -10000.000  -10000.000  -10000.000  -10000.000
05/07-2016       0.2       8.3       0.0       7.387       7.605  -10000.000  -10000.000  -10000.000  -10000.000
06/07-2016       4.5       9.1       0.0       7.480       8.349  -10000.000  -10000.000  -10000.000  -10000.000
07/07-2016       0.2       6.2       0.0       7.056       7.478  -10000.000  -10000.000  -10000.000  -10000.000
08/07-2016       0.0       8.4       0.0       6.711       6.852  -10000.000  -10000.000  -10000.000  -10000.000
09/07-2016       0.4      10.3       0.0       6.429       6.460  -10000.000  -10000.000  -10000.000  -10000.000
10/07-2016       5.6       9.5       0.0       6.762       6.548  -10000.000  -10000.000  -10000.000  -10000.000
11/07-2016      11.6      12.8       0.0       7.863       7.264  -10000.000  -10000.000  -10000.000  -10000.000
12/07-2016       3.9      11.6       0.0       7.841       8.805  -10000.000  -10000.000  -10000.000  -10000.000
13/07-2016      16.5      11.3       0.0       9.879       9.153  -10000.000  -10000.000  -10000.000  -10000.000
14/07-2016       2.3      10.3       0.0       9.787       8.343  -10000.000  -10000.000  -10000.000  -10000.000
15/07-2016       0.4       9.5       0.0       9.167       7.749  -10000.000  -10000.000  -10000.000  -10000.000
---------------------------------------------------------------------------------------------------------------
16/07-2016       0.0      10.6       0.0       8.484       7.269       8.425       6.366       7.772       6.909
17/07-2016       2.5      10.0       0.0       8.059       7.229       9.710       5.708       8.043       6.422
18/07-2016       4.9       8.8       0.0       8.165       7.451      10.953       5.742       8.690       6.593
19/07-2016       1.5       7.6       0.0       7.779       7.083      11.521       5.383       8.717       6.461
20/07-2016       0.0       9.8       0.0       7.306       7.032      11.279       5.075       8.650       5.906
21/07-2016       0.0      13.6       0.0       6.922       6.788      11.258       4.709       8.658       5.807
22/07-2016       0.1      15.4       0.0       6.514       6.602      11.869       4.465       7.984       5.489
23/07-2016       0.2      15.3       0.0       6.288       6.379      11.478       4.308       8.542       5.359
24/07-2016       0.2      14.1       0.0       6.069       6.523      11.436       4.340       8.235       5.240


Felt: akslen


Dato         Nedbør  Temperatur  Snømag.    Simulert   Observert         H90         L90         H50         L50
25/06-2016      14.0       8.1      51.2      69.428      98.741  -10000.000  -10000.000  -10000.000  -10000.000
26/06-2016       0.8       8.7      46.7      82.780     105.573  -10000.000  -10000.000  -10000.000  -10000.000
27/06-2016      11.4       9.1      42.4      88.896     176.010  -10000.000  -10000.000  -10000.000  -10000.000
28/06-2016       1.5       5.8      40.2      82.460     129.257  -10000.000  -10000.000  -10000.000  -10000.000
29/06-2016       0.6       4.4      38.9      53.303      88.609  -10000.000  -10000.000  -10000.000  -10000.000
30/06-2016       2.4       5.8      36.7      45.614      78.915  -10000.000  -10000.000  -10000.000  -10000.000
01/07-2016       3.5       4.2      35.5      46.204      85.238  -10000.000  -10000.000  -10000.000  -10000.000
02/07-2016       3.8       4.4      34.4      43.732      74.488  -10000.000  -10000.000  -10000.000  -10000.000
03/07-2016       3.8       3.2      33.9      40.284      66.340  -10000.000  -10000.000  -10000.000  -10000.000
04/07-2016       0.6       2.8      33.7      31.091      51.590  -10000.000  -10000.000  -10000.000  -10000.000
05/07-2016       1.0       4.5      32.7      28.364      46.907  -10000.000  -10000.000  -10000.000  -10000.000
06/07-2016       6.2       3.9      32.0      35.988      47.159  -10000.000  -10000.000  -10000.000  -10000.000
07/07-2016       0.0       3.2      32.0      31.401      43.491  -10000.000  -10000.000  -10000.000  -10000.000
08/07-2016       0.4       4.6      31.0      25.772      40.230  -10000.000  -10000.000  -10000.000  -10000.000
09/07-2016       5.5       7.1      28.9      39.997      49.197  -10000.000  -10000.000  -10000.000  -10000.000
10/07-2016       0.5       5.3      27.7      45.966      52.442  -10000.000  -10000.000  -10000.000  -10000.000
11/07-2016       6.4       7.3      25.8      50.251      56.298  -10000.000  -10000.000  -10000.000  -10000.000
12/07-2016       2.2       8.0      24.0      57.007      64.647  -10000.000  -10000.000  -10000.000  -10000.000
13/07-2016      28.6       7.8      22.4      91.020      73.281  -10000.000  -10000.000  -10000.000  -10000.000
14/07-2016       7.4       7.4      20.9     108.439      73.313  -10000.000  -10000.000  -10000.000  -10000.000
15/07-2016       1.0       7.4      19.3      75.247      67.962  -10000.000  -10000.000  -10000.000  -10000.000
---------------------------------------------------------------------------------------------------------------
16/07-2016       6.9       6.8      18.1      64.175      56.923      89.113      41.926      64.689      49.462
17/07-2016       4.3       3.5      17.8      56.244      48.216     100.268      30.884      64.373      40.392
18/07-2016       6.5       3.5      17.5      47.278      42.639     122.494      23.404      63.775      32.137
19/07-2016       2.1       4.0      17.1      41.404      42.394     174.535      20.064      62.275      29.414
20/07-2016       0.0       7.1      15.9      37.815      41.376      93.100      20.695      56.896      31.101
21/07-2016       0.3      10.3      14.2      46.000      47.465      94.096      20.851      62.066      36.880
22/07-2016       3.2      11.5      12.8      58.228      57.449     110.837      28.941      72.170      40.130
23/07-2016       2.8      11.2      11.4      64.528      57.130     121.183      28.971      77.593      43.638
24/07-2016       1.2      12.3       9.9      65.273      58.258     114.330      27.103      75.389      42.450


Felt: kraakfoss


Dato         Nedbør  Temperatur  Snømag.    Simulert   Observert         H90         L90         H50         L50
25/06-2016       1.4      15.7       0.0       2.761       2.461  -10000.000  -10000.000  -10000.000  -10000.000
26/06-2016       0.5      18.0       0.0       2.466       2.479  -10000.000  -10000.000  -10000.000  -10000.000
27/06-2016      16.5      14.4       0.0       7.228       3.575  -10000.000  -10000.000  -10000.000  -10000.000
28/06-2016       3.2      13.5       0.0       4.976       3.596  -10000.000  -10000.000  -10000.000  -10000.000
29/06-2016       0.0      14.1       0.0       3.511       3.221  -10000.000  -10000.000  -10000.000  -10000.000
30/06-2016       2.5      13.4       0.0       3.186       2.930  -10000.000  -10000.000  -10000.000  -10000.000
01/07-2016       9.2      12.0       0.0       5.241       3.783  -10000.000  -10000.000  -10000.000  -10000.000
02/07-2016       6.4      11.4       0.0       5.102       4.550  -10000.000  -10000.000  -10000.000  -10000.000
03/07-2016       7.0      10.3       0.0       5.538       4.901  -10000.000  -10000.000  -10000.000  -10000.000
04/07-2016       6.2      10.5       0.0       5.593       5.196  -10000.000  -10000.000  -10000.000  -10000.000
05/07-2016       4.1      12.2       0.0       4.963       4.174  -10000.000  -10000.000  -10000.000  -10000.000
06/07-2016       5.0      12.2       0.0       5.116       3.466  -10000.000  -10000.000  -10000.000  -10000.000
07/07-2016       1.7      13.1       0.0       3.943       2.950  -10000.000  -10000.000  -10000.000  -10000.000
08/07-2016       0.0      13.7       0.0       3.490       2.583  -10000.000  -10000.000  -10000.000  -10000.000
09/07-2016       0.3      15.1       0.0       3.079       2.608  -10000.000  -10000.000  -10000.000  -10000.000
10/07-2016       7.9      14.3       0.0       4.808       2.549  -10000.000  -10000.000  -10000.000  -10000.000
11/07-2016       2.0      15.4       0.0       3.248       2.361  -10000.000  -10000.000  -10000.000  -10000.000
12/07-2016       4.9      14.3       0.0       3.896       3.800  -10000.000  -10000.000  -10000.000  -10000.000
13/07-2016      10.7      13.9       0.0       6.023       6.228  -10000.000  -10000.000  -10000.000  -10000.000
14/07-2016       3.9      14.3       0.0       4.704       8.162  -10000.000  -10000.000  -10000.000  -10000.000
15/07-2016       2.1      15.5       0.0       3.674       5.934  -10000.000  -10000.000  -10000.000  -10000.000
---------------------------------------------------------------------------------------------------------------
16/07-2016       0.3      15.6       0.0       3.212       5.096       9.395       2.610       7.048       3.970
17/07-2016       0.2      14.7       0.0       2.847       4.435       9.201       1.936       6.062       3.220
18/07-2016       0.3      13.4       0.0       2.545       4.037       8.374       1.838       5.681       2.642
19/07-2016       1.7      12.8       0.0       2.307       3.907      12.923       1.618       6.332       2.670
20/07-2016       0.0      14.7       0.0       2.065       3.519      10.959       1.252       5.212       2.311
21/07-2016       0.2      16.7       0.0       1.848       3.409       9.760       1.109       5.048       1.948
22/07-2016       0.1      19.0       0.0       1.652       2.809       8.512       1.033       4.076       1.799
23/07-2016       0.0      19.8       0.0       1.476       2.641       9.095       0.795       4.053       1.700
24/07-2016       0.2      19.9       0.0       1.319       2.604       8.039       0.709       4.386       1.417


Felt: tora


Dato         Nedbør  Temperatur  Snømag.    Simulert   Observert         H90         L90         H50         L50
25/06-2016      17.5       8.4     201.7      59.293      57.218  -10000.000  -10000.000  -10000.000  -10000.000
