regine_area;main_no;point_no;param_key;version_no_end;station_name;station_status_name;dt_start_date;dt_end_date;percent_missing_days;first_year_regulation;latitude;longitude;utm_east_z33;utm_north_z33;regulation_part_area;regulation_part_reservoirs;transfer_area_in;transfer_area_out;drainage_basin_key;area_norway;area_total;comment;drainage_dens;dt_registration_date;dt_regul_date;gradient_1085;gradient_basin;gradient_river;height_minimum;height_hypso_10;height_hypso_20;height_hypso_30;height_hypso_40;height_hypso_50;height_hypso_60;height_hypso_70;height_hypso_80;height_hypso_90;height_maximum;length_km_basin;length_km_river;ocean_polar_angle;ocean_polar_distance;perc_agricul;perc_bog;perc_eff_bog;perc_eff_lake;perc_forest;perc_glacier;perc_lake;perc_mountain;perc_urban;prec_intens_max;utm_zone_gravi;utm_east_gravi;utm_north_gravi;utm_zone_inlet;utm_east_inlet;utm_north_inlet;br1_middelavrenning_1930_1960;br2_Tilsigsberegning;br3_Regional_flomfrekvensanalyse;br5_Regional_lavvannsanalyse;br6_Klimastudier;br7_Klimascenarier;br9_Flomvarsling;br11_FRIEND;br12_GRDC;br23_HBV;br24_middelavrenning_1930_1960;br26_TotalAvlop;br31_FlomserierPrim;br32_FlomserierSekundar;br33_Flomkart_aktive_ureg;br34_Flomkart_aktive_ureg;br38_Flomkart_aktive_ureg_periode;br39_Flomkart_nedlagt_stasjon
26;7;0;1001;1;Sirdalsvatn;Nedlagt;00.01.1900 00:00;02.07.1967 12:00;37,973019;;58,42679214;6,666283131;14055;6506420;;;;;888;1528,160034;1528,160034;;;12.05.2015 00:00;;9,229999542;29,86000061;8,180000305;50;386;535;633;708;774;833;899;960;1065;1421;100,1299973;122,6100006;219,0599976;;0,660000026;1,5;;1,789999962;17,87000084;0;11,69999981;63,43999863;0,02;;33;29633;6555385;33;37667;6603243;;;;;;;;;;;;;;;;;;Y
26;8;0;1001;1;Lundevatn;Nedlagt;00.01.1900 00:00;20.03.1968 12:00;0,003818;;58,31302643;6,49450922;2467;6495075;;;;;919;1899,709961;1899,709961;;;12.05.2015 00:00;;7,599999905;30,60000038;7,440000057;49;255;400;505;596;693;775;850;921;1035;1420;116,3700027;149,1600037;219,0599976;;1,039999962;1,519999981;;2,660000086;22,87999916;0;12,26000023;56,06000137;0,100000001;;33;25338;6547072;33;37667;6603243;;;;;;;;;;;;;;;;;;Y
26;9;0;1001;1;Valevatn;Nedlagt;22.08.1924 12:00;10.11.1968 12:00;45,418524;;58,91693878;6,744464874;25330;6560168;;;;;889;137;137;;;12.05.2015 00:00;;15,27999973;27,68000031;19,11000061;658;712;794;844;884;911;933;962;993;1030;1186;12,73999977;22,78000069;261,4599915;;0;0,230000004;;10,94999981;3,779999971;0;13,89999962;80,93000031;0;;33;26349;6564680;33;27106;6568520;;;;;;;;;;;;;;;;;;Y
26;10;0;1001;1;Liland;Nedlagt;16.05.1933 12:00;30.06.1971 12:00;0;;58,74964905;6,785564899;25396;6541338;;;;;2263;72,90000153;72,90000153;;;12.05.2015 00:00;;25,18000031;27,96999931;26,44000053;305;604;716;751;787;811;825;842;860;892;983;17,76000023;23,01000023;219,0599976;;0,059999999;0,319999993;;2,579999924;8,090000153;0;11,30000019;78,76999664;0;;33;32226;6546457;33;39833;6551409;;;;;;;;;;;;;;;;;;Y
26;12;0;1001;1;Litle Rosseland;Nedlagt;02.07.1936 12:00;31.12.2001 12:00;0;;58,37106323;6,278316975;-9296;6503127;;;;;891;105,3000031;105,3000031;;;12.05.2015 00:00;;7,079999924;29,53000069;15,52999973;118;148;162;177;195;216;252;297;350;404;568;18,54000092;25,62000084;219,0700073;;2,50999999;1,649999976;;6,300000191;24,37999916;0;16,79000092;47,31000137;0;;33;-8883;6513345;33;-4499;6519945;Y;Y;;;;;;;;;Y;;;;;;;
26;15;0;1001;1;Svartevatn;Nedlagt;01.09.1958 12:00;13.06.2010 12:00;66,379402;;59,1220932;6,897863865;36897;6581821;;;;;894;208,8500061;208,8500061;;;12.05.2015 00:00;;2,720000029;23,97999954;10,06999969;754;899;921;966;1010;1051;1087;1125;1168;1222;1421;22,02000046;29,59000015;262,269989;;0;0,01;;15,03999996;0,170000002;0;21,70000076;77,45999908;0;;33;40964;6592357;33;37667;6603243;;;;;;;;;;;;;;;;;;Y
26;16;0;1001;1;Sirekrok;Nedlagt;01.07.1960 12:00;27.11.1968 12:00;0;;58,99226761;6,897078991;35096;6567440;0,527854741;1,648476601;0;0;895;393,2900085;393,2900085;;;12.05.2015 00:00;;7,239999771;25,38999939;8,239999771;660;792;874;899;934;978;1028;1081;1136;1207;1421;35,52999878;47,70999908;265,9700012;;0;0,300000012;;2,930000067;3,980000019;0;16,79999924;78,58000183;0;;33;39574;6585708;33;37667;6603243;;;;;;;;;;;;;;;;;;
26;18;0;1001;1;Langhølen;Aktiv;26.04.1968 12:00;05.04.2016 12:00;75,793741;1943;58,29615784;6,453821182;-144;6493509;0,999058604;0,515444875;592,0800171;2745,72998;897;1901,47998;1901,47998;;;12.05.2015 00:00;;7,519999981;30,62000084;7,659999847;15;254;399;505;595;692;775;850;921;1035;1420;117,3099976;150,7599945;219,0599976;;1,039999962;1,50999999;;2,650000095;22,87999916;0;12,25;56,06000137;0,100000001;;33;25315;6547022;33;37667;6603243;;;;;;;;;;;;Y;;;;;;
26;20;0;1001;1;Årdal;Aktiv;04.02.1970 12:00;16.04.2016 12:00;0,284461;;58,54366684;6,497912884;5920;6520601;0;0;0;0;899;77,25;77,25;;;12.05.2015 00:00;;23,37000084;35,58000183;32,04999924;113;245;340;402;449;478;505;534;568;602;748;13,07999992;17,69000053;219,0599976;;2,160000086;2,24000001;;2,269999981;38,08000183;0;8,979999542;24,63999939;0;;33;7264;6525998;33;12381;6531552;Y;;Y;Y;;;;Y;;Y;Y;;;Y;Y;Y;;
26;21;0;1001;1;Sandvatn;Aktiv;31.12.1970 12:00;16.04.2016 12:00;0,006044;;58,4896698;6,773128986;21124;6512618;0;0;0;0;900;27,5;27,5;;;12.05.2015 00:00;;17,87999916;25,02000046;14,40999985;306;345;384;428;443;470;493;517;544;571;647;6,269999981;14,13000011;236,6100006;;1,379999995;8,800000191;;2,440000057;44,50999832;0;10,03999996;34,86999893;0;;33;23589;6513275;33;25135;6517051;Y;;Y;Y;;;;Y;;;Y;;;;Y;Y;;
26;22;0;1001;1;Deg;Aktiv;01.01.1971 12:00;16.04.2016 12:00;18,551653;;58,9341507;6,792245865;28304;6561736;0;0;0;0;901;68,95999908;68,95999908;;;12.05.2015 00:00;;10,14000034;26,90999985;19,12000084;712;865;903;914;935;957;980;1001;1024;1052;1186;11,90999985;15,80000019;261,4599915;;0;0,090000004;;2,930000067;0;0;12,93999958;86,93000031;0;;33;23032;6565413;33;19854;6568501;Y;;;;;;;;;;;;;;Y;;;
26;25;0;1001;1;Regevik;Aktiv;01.01.1973 12:00;16.04.2016 12:00;19,150013;1968;58,68407059;6,725662231;21043;6534499;0,85612303;0,705988765;38,40000153;1003,789978;904;1127,640015;1127,640015;;;12.05.2015 00:00;;9,779999733;29,02000046;10,53999996;69;608;695;755;807;853;899;941;1010;1103;1420;71,55000305;92,31999969;219,0700073;;0,460000008;0,839999974;;0,99000001;11,22000027;0;11,34000015;72,69000244;0,02;;33;33504;6566090;33;37667;6603243;;;;;;;;;;;;;;;;;;
26;26;0;1001;0;Jogla;Aktiv;28.11.1972 12:00;16.04.2016 12:00;0;;58,95766068;6,938070774;36975;6563318;0;0;0;0;905;31,12000084;31,12000084;;;12.05.2015 00:00;;40,88000107;29,84000015;45,59000015;612;828;879;921;970;1002;1038;1068;1103;1135;1194;8,06000042;9,600000381;219,0599976;;0;0,579999983;;0,100000001;2,920000076;0;2,859999895;92,19999695;0;;33;40895;6563561;33;42320;6565014;Y;;Y;Y;;;;Y;;Y;Y;;Y;;Y;Y;;
26;26;0;1001;0;Jogla;Aktiv;28.11.1972 12:00;16.04.2016 12:00;0;;58,95766068;6,938070774;36975;6563318;0;0;0;0;905;31,12000084;31,12000084;;;12.05.2015 00:00;;40,88000107;29,84000015;45,59000015;612;828;879;921;970;1002;1038;1068;1103;1135;1194;8,06000042;9,600000381;219,0599976;;0;0,579999983;;0,100000001;2,920000076;0;2,859999895;92,19999695;0;;33;40895;6563561;33;42320;6565014;Y;;Y;Y;;;;Y;;Y;Y;;Y;;Y;Y;;
26;29;0;1001;1;Refsvatn;Aktiv;19.01.1978 12:00;16.04.2016 12:00;0;;58,35037613;6,344214916;-5758;6500337;0;0;0;0;908;52,95000076;52,95000076;;;12.05.2015 00:00;;18,37999916;38,24000168;20,37999916;35;174;223;240;266;297;329;355;387;428;545;12,98999977;16,67000008;224,7299957;;1,590000033;1,080000043;;1;22,70000076;0;9,300000191;58,68000031;0;;33;97;6502792;33;4920;6502595;;;;;;;;;;Y;;Y;;Y;Y;Y;;
26;32;0;1001;1;Holmavatn;Aktiv;30.06.1981 12:00;16.04.2016 12:00;5,743509;;59,09061432;6,921384811;37813;6578170;0;0;0;0;910;79,01000214;79,01000214;;;12.05.2015 00:00;;27,29000092;26,85000038;30,48999977;708;798;851;890;946;1004;1066;1120;1174;1249;1389;14,14000034;16,70999908;264,9700012;;0;0,460000008;;7,619999886;7,449999809;0;9,449999809;82,51000214;0;;33;43323;6581294;33;46132;6584310;;;;;;;;;;;;;;;Y;;;
26;64;0;1001;1;Rekedalselv;Aktiv;01.11.1996 12:00;16.04.2016 12:00;4,066413;;58,37135315;6,250346184;-10919;6503373;0;0;0;0;920;10,10999966;10,10999966;;;12.05.2015 00:00;;3,410000086;34,04999924;15,72000027;107;140;161;176;189;205;221;237;253;266;311;4,630000114;5,489999771;219,0599976;;1,190000057;2,269999981;;1,399999976;37,88000107;0;7,019999981;47,58000183;0;;33;-11511;6505431;33;-11184;6507440;;;;;;;;;;;;;;;Y;;;
27;2;0;1001;0;Bjerkreim bru;Nedlagt;00.01.1900 00:00;31.03.2016 12:00;0;;58,58314133;6,07429409;-18023;6528178;;;;;922;629,0499878;629,0499878;;;12.05.2015 00:00;;-999;37,02999878;-999;54;192;271;348;438;531;614;675;726;789;1011;47,41999817;-999;237,3200073;;2,559999943;0,860000014;;1,50999999;17,20000076;0;12,40999985;53,29000092;0,059999999;;33;-3746;6539871;33;21311;6554161;;;;;;;;;;;;;;;;;;
27;3;0;1001;1;Hetland;Nedlagt;26.06.1915 12:00;31.12.1985 12:00;0,003882;;58,52347565;5,837060928;-32646;6523437;;;;;923;70,69999695;70,69999695;;;12.05.2015 00:00;;9,720000267;25,64999962;15,32999992;10;115;134;152;170;187;210;242;274;359;555;17,57999992;21,38999939;237,3200073;;4,880000114;3,309999943;;0,819999993;12,68999958;0;6,039999962;59,75;0;;33;-25140;6528684;33;-22159;6534443;;;;;;;;;;;;;;;;;;
27;7;0;1001;1;Stølsvatn-overføring;Nedlagt;10.05.1976 12:00;31.12.1999 12:00;0;1975;58,71768188;6,08287096;-15531;6543008;0,998108447;0,880758822;0;15,82999992;927;15,85999966;15,85999966;;;12.05.2015 00:00;;-999;31,12000084;-999;281;340;396;414;425;445;468;498;549;616;747;5,380000114;-999;248,8800049;;0;0,439999998;;5,260000229;27,18000031;0;14,56000042;51,83000183;0;;33;-14063;6544274;33;-10720;6543950;;;;;;;;;;;;;;;;;;
27;9;0;1001;1;Stølsvatn ndf.;Aktiv;17.12.1993 12:00;31.12.2015 12:00;3,664596;1975;58,71656036;6,082964897;-15542;6542883;0,998108447;0,880758822;0;15,82999992;927;15,85999966;15,85999966;;;12.05.2015 00:00;;-999;31,12000084;-999;281;340;396;414;425;445;468;498;549;616;747;5,380000114;-999;248,8800049;;0;0,439999998;;5,260000229;27,18000031;0;14,56000042;51,83000183;0;;33;-14063;6544274;33;-10720;6543950;;;;;;;;;;;;;;;;;;
27;13;0;1001;1;Maudal;Aktiv;01.01.1944 12:00;19.11.2015 12:00;0,228519;1930;58,76425552;6,367827892;1554;6546001;0,913137913;0,422648609;0;0;929;55,25999832;55,25999832;;;12.05.2015 00:00;;6,03000021;33,33000183;20,93000031;317;614;661;701;730;764;798;825;858;896;1011;21,65999985;24,55999947;218,3200073;;0;0,330000013;;9,399999619;1;0;18,70999908;78,69999695;0;;33;11249;6550829;33;21311;6554161;;;;;;;;;;;Y;;;;;;;
27;13;0;1055;1;Maudal;Aktiv;01.06.2013 12:00;30.09.2013 12:00;0;1930;58,76425552;6,367827892;1554;6546001;0,913137913;0,422648609;0;0;929;55,25999832;55,25999832;;;12.05.2015 00:00;;6,03000021;33,33000183;20,93000031;317;614;661;701;730;764;798;825;858;896;1011;21,65999985;24,55999947;218,3200073;;0;0,330000013;;9,399999619;1;0;18,70999908;78,69999695;0;;33;11249;6550829;33;21311;6554161;;;;;;;;;;;Y;;;;;;;
27;14;0;1001;1;Saglandsvatn;Nedlagt;29.04.1971 12:00;31.12.1992 12:00;0;;58,55304718;6,072024822;-18601;6524864;;;;;930;1,799999952;1,799999952;;;12.05.2015 00:00;;0,059999999;27,62999916;10,63000011;120;123;123;129;138;147;157;172;190;221;299;1,679999948;1,769999981;237,3099976;;3,24000001;3,24000001;;15,01000023;25,95000076;0;21,07999992;16,21999931;0;;33;-18799;6524060;33;-18725;6523275;Y;;Y;Y;;;;Y;;;Y;;;;;;;Y
27;15;0;1001;1;Austrumdal (Austrumdalsvatnet);Aktiv;12.04.1980 12:00;16.04.2016 12:00;1,292383;;58,68186188;6,23082304;-7531;6537908;0;0;0;0;931;60,84999847;60,84999847;;;12.05.2015 00:00;;20,60000038;39;20,98999977;309;435;546;596;629;659;680;704;739;788;933;16,04000092;24,13999939;218,3200073;;0,25999999;1,179999948;;5,480000019;11,35999966;0;13,18000031;66,91999817;0;;33;-106;6540898;33;3632;6544722;;;;;;;;;;;;;;;Y;Y;;
27;16;0;1001;1;Bjordal;Aktiv;25.10.1984 12:00;16.04.2016 12:00;3,983648;;58,68575668;6,492358208;7608;6536382;0;0;0;0;932;123,8099976;123,8099976;;;12.05.2015 00:00;;-999;37,50999832;-999;212;519;603;650;688;719;743;769;798;829;965;16,51000023;-999;219,0700073;;0,059999999;1,340000033;;0,310000002;9,090000153;0;9,039999962;73,05000305;0;;33;10131;6542621;33;20218;6545825;;;;;;;;;;Y;;;;Y;Y;;;
27;20;0;1001;1;Gya;Aktiv;13.06.1933 12:00;16.04.2016 12:00;3,245315;;58,60037994;6,362082958;-1132;6527893;0;0;0;0;935;60,49000168;60,49000168;;;12.05.2015 00:00;;20,42000008;37,15000153;25,14999962;203;409;494;524;561;597;629;654;681;718;900;12,88000011;18,79999924;219,0700073;;1,289999962;2,660000086;;0,540000021;19,95000076;0;7,619999886;55,83000183;0;;33;4317;6530812;33;9904;6533437;Y;Y;Y;Y;Y;;;Y;;;;;;;Y;;;
27;24;0;1001;0;Helleland;Aktiv;00.01.1900 00:00;16.04.2016 12:00;0;1921;58,53359985;6,150288105;-14357;6522106;0,762180626;0,054806892;0;0;939;184,7200012;184,7200012;;;12.05.2015 00:00;;15,15999985;35,70999908;16,97999954;86;184;215;315;401;489;543;592;636;683;904;27,36000061;34,56000137;219,0700073;;4,079999924;1,120000005;;1,149999976;22,62000084;0;8,350000381;48,34999847;0,029999999;;33;-2393;6526566;33;9904;6533437;Y;;;;;;;;;Y;Y;Y;Y;;;;Y;
27;25;0;1001;0;Gjedlakleiv;Aktiv;00.01.1900 00:00;16.04.2016 12:00;0;1930;58,5734024;6,066195011;-18636;6527163;0,079445802;0,039677542;0;0;940;635,1500244;635,1500244;;;12.05.2015 00:00;;13,59000015;36,95999908;13,5;49;185;269;342;433;527;613;673;726;788;1011;48,65000153;58,72999954;237,3200073;;2,630000114;0,870000005;;1,480000019;17,47999954;0;12,30000019;52,93999863;0,07;;33;-3904;6539760;33;21311;6554161;;;;;;;;;;;;Y;Y;;Y;;;
27;26;0;1001;0;Ogna v/Hetland;Aktiv;26.06.1915 12:00;16.04.2016 12:00;0;;58,52591705;5,845397949;-32126;6523641;0;0;0;0;941;70,29000092;70,29000092;;;12.05.2015 00:00;;9,609999657;25,47999954;15,27000046;21;116;135;153;171;188;210;242;275;359;555;17,05999947;20,81999969;237,3200073;;4,909999847;3,329999924;;0,829999983;12,52999973;0;6,070000172;60,09000015;0;;33;-24721;6529060;33;-22159;6534443;Y;Y;Y;Y;;;;;;;Y;Y;;;Y;;;
27;26;0;1001;0;Ogna v/Hetland;Aktiv;26.06.1915 12:00;16.04.2016 12:00;0;;58,52591705;5,845397949;-32126;6523641;0;0;0;0;941;70,29000092;70,29000092;;;12.05.2015 00:00;;9,609999657;25,47999954;15,27000046;21;116;135;153;171;188;210;242;275;359;555;17,05999947;20,81999969;237,3200073;;4,909999847;3,329999924;;0,829999983;12,52999973;0;6,070000172;60,09000015;0;;33;-24721;6529060;33;-22159;6534443;Y;Y;Y;Y;;;;;;;Y;Y;;;Y;;;
27;27;0;1001;0;Bjerkland bru;Nedlagt;00.01.1900 00:00;31.03.2016 12:00;0;;58,526371;6,127130985;-15805;6521484;;;;;942;194,6100006;194,6100006;;;12.05.2015 00:00;;14,78999996;35,34000015;16,09000015;85;183;212;297;382;465;532;584;631;681;904;29,04000092;36,25;219,0700073;;4,079999924;1,129999995;;1,039999962;23,40999985;0;8,199999809;48,31999969;0,07;;33;-3034;6526387;33;9904;6533437;;;;;;;;;;;;;;;;;;
27;31;0;1001;1;Storrsheivatn;Nedlagt;01.11.1996 12:00;04.06.2003 12:00;0,124636;;58,64448929;6,055367947;-18204;6535117;;;;;943;43,18999863;43,18999863;;;12.05.2015 00:00;;-999;23,80999947;-999;201;241;256;274;295;313;334;358;385;421;560;12,94999981;-999;236,4400024;;4,510000229;2,319999933;;4,210000038;20,77000046;0;10,88000011;58,86000061;0;;33;-23966;6536954;33;-30394;6535245;;;;;;;;;;;;;;;;;;
27;42;0;1001;1;Slevelandsåna;Aktiv;24.08.2007 12:00;16.04.2016 12:00;0;;58,48777771;6,033732891;-21789;6517935;0;0;0;0;2309;5,420000076;5,420000076;;;12.05.2015 00:00;;-999;;-999;51;73;78;86;96;108;121;133;143;158;227;4,150000095;-999;;;10,14999962;1,850000024;;0,340000004;35,06000137;0;1,289999962;20,47999954;0;;;;;;;;;;;;;;;;;;;;;;Y;;;
28;5;0;1001;1;Foss Eikjeland;Nedlagt;22.04.1980 12:00;19.10.2004 12:00;11,802839;;58,7988205;5,737520218;-34165;6554707;;;;;947;157,6799927;157,6799927;;;12.05.2015 00:00;;7,760000229;25,13999939;10,43999958;23;123;161;186;217;243;267;288;319;365;595;22,29000092;29,87999916;248,8800049;;6,840000153;2,190000057;;2,039999962;18,68000031;0;10,42000008;37,97000122;1,519999981;;33;-23544;6548018;33;-18099;6542595;;;;;;;;;;;;;;;;;;
28;6;0;1001;1;Bryne;Aktiv;20.05.1980 12:00;07.06.2015 12:00;21,957507;;58,73677444;5,642673969;-40579;6548605;0;0;0;0;948;56,45999908;56,45999908;;;12.05.2015 00:00;;9,25;11,64999962;7,300000191;23;26;38;46;60;77;97;130;155;184;281;12,15999985;18,44000053;260,4500122;;25,20000076;2,210000038;;8,409999847;10,72999954;0;11,36999989;30,95999908;6,699999809;;33;-35334;6550511;33;-29441;6550639;;;;;;;;;;;;;;;Y;;;
28;7;0;1001;1;Haugland;Aktiv;05.12.1918 12:00;16.04.2016 12:00;0;;58,69289017;5,647618771;-40978;6543709;0;0;0;0;949;139,3500061;139,3500061;;;12.05.2015 00:00;;10,25;15,81000042;9,300000191;16;61;97;115;152;178;209;244;264;301;432;17,30999947;27,30999947;248,8800049;;20,18000031;1,350000024;;0,430000007;7,150000095;0;6,110000134;61,25999832;0,189999998;;33;-42799;6540941;33;-24009;6541612;Y;;Y;;Y;;Y;;;Y;;Y;Y;;Y;Y;;
29;5;0;1001;1;Gramstad;Nedlagt;19.08.1972 12:00;31.12.1998 12:00;20,755892;;58,88256073;5,794937134;-29582;6563516;;;;;956;0,670000017;0,670000017;;;12.05.2015 00:00;;275,2099915;27,03000069;82,26999664;106;160;172;180;186;194;203;216;216;262;345;1,330000043;0,610000014;265,7600098;;3,980000019;2,269999981;;1,070000052;44,88999939;0;4,550000191;44,31999969;0;;33;-29310;6563974;33;-29309;6563823;;;;;;;;;;;;;;;;;;
29;6;0;1001;1;Ims;Nedlagt;01.09.1975 12:00;31.12.1998 12:00;0,046932;;58,90320587;5,963901043;-19588;6564470;;;;;957;127,8600006;127,8600006;;;12.05.2015 00:00;;7,289999962;24,43000031;10,90999985;0;29;50;82;123;164;204;237;285;348;489;13,53999996;34,38999939;261,4599915;;10,05000019;1,799999952;;5,309999943;31,97999954;0;11,36999989;17,78000069;0,550000012;;33;-24399;6559917;33;-17391;6557550;Y;;;;;;;;;;;;;;;;;
29;7;0;1001;0;Gramstaddalen;Aktiv;20.02.1984 12:00;16.04.2016 12:00;16,866752;;58,88154221;5,786897182;-30058;6563467;0;0;0;0;958;0,995000005;1;;;12.05.2015 00:00;;232,9299927;32,90000153;91,73000336;96;162;174;179;187;200;212;212;238;261;341;;0,800000012;261,4599915;;0;6,519999981;;0;69,56999969;0;0;22,82999992;0;;33;-29700;6562795;33;-29774;6562641;;;;;;;;;;;;;;Y;Y;;;
29;7;0;1001;0;Gramstaddalen;Aktiv;20.02.1984 12:00;16.04.2016 12:00;16,866752;;58,88154221;5,786897182;-30058;6563467;0;0;0;0;958;0,995000005;1;;;12.05.2015 00:00;;232,9299927;32,90000153;91,73000336;96;162;174;179;187;200;212;212;238;261;341;;0,800000012;261,4599915;;0;6,519999981;;0;69,56999969;0;0;22,82999992;0;;33;-29700;6562795;33;-29774;6562641;;;;;;;;;;;;;;Y;Y;;;
30;2;0;1001;0;Byrkjedal bru;Nedlagt;22.05.1968 12:00;01.09.2004 12:00;44,755509;;58,78356934;6,323966026;-691;6548469;;;;;962;94,75;94,75;;;12.05.2015 00:00;;16,82999992;40,81999969;25,35000038;205;485;653;718;768;808;841;873;915;962;962;27,61000061;32,06999969;237,3200073;;0,389999986;0,170000002;;0,360000014;2,869999886;0;6,590000153;80,45999908;0;;33;13065;6555816;33;22215;6561030;;;;;;;;;;;;;;;;;;Y
30;3;0;1001;1;Hunnevatn;Nedlagt;01.01.1976 12:00;17.08.1982 12:00;0;;58,88758469;6,635300159;18665;6557698;1;0,017948231;17,27000046;38,40000153;963;21,12999916;21,12999916;;;12.05.2015 00:00;;35,31999969;34,52999878;39,41999817;651;684;756;803;842;878;918;954;993;1032;1032;6,119999886;9,270000458;218,8000031;;0;0,330000013;;2,829999924;0;0;6,110000134;93,08999634;0;;33;20925;6559227;33;22215;6561030;;;;;;;;;;;;;;;;;;
30;4;0;1001;1;Eikjeskog;Nedlagt;09.07.1980 12:00;28.02.2002 12:00;17,001898;;58,85462952;6,371373177;3057;6555984;;;;;964;87,26000214;87,26000214;;;12.05.2015 00:00;;28,81999969;40,70000076;33,81000137;130;537;683;787;843;885;921;954;992;1034;1159;23,45000076;27,90999985;261,4599915;;0,029999999;0,409999996;;1,340000033;5,809999943;0;7,400000095;80,30999756;0;;33;12582;6563403;33;19481;6572308;;;;;;;;;;;;;;;;;;
30;5;0;1001;1;Øvstabølstøl;Nedlagt;24.05.1984 12:00;21.12.1985 12:00;36,221837;;58,85537338;6,542682171;12900;6554802;;;;;965;57,61999893;57,61999893;;;12.05.2015 00:00;;17,09000015;32,49000168;31,26000023;520;679;743;793;828;855;886;915;945;991;1129;12,52000046;15,89999962;248,8800049;;0;0,239999995;;0,689999998;0,310000002;0;8,220000267;0,170000002;0;;33;17497;6558268;33;22215;6561030;;;;;;;;;;;;;;;;;;
30;6;0;1001;1;Norddal;Nedlagt;24.10.1984 12:00;18.10.1994 12:00;0;;58,86018372;6,335396767;1073;6556868;;;;;966;32,68999863;32,68999863;;;12.05.2015 00:00;;29,15999985;32,65000153;29,87000084;467;505;548;588;622;655;692;735;787;855;1032;6,739999771;10,32999992;261,4599915;;0;2,450000048;;3,839999914;5,289999962;0;14,03999996;71,98000336;0;;33;860;6559332;33;-530;6561193;;;;;;;;;;;;;;;;;;Y
30;7;0;1001;0;Byrkjedal;Nedlagt;22.05.1968 12:00;01.09.2004 12:00;44,755509;;58,79241562;6,338864803;294;6549336;;;;;967;92,33000183;92,33000183;;;12.05.2015 00:00;;17,04000092;40,41999817;24,86000061;251;511;664;726;775;812;845;876;918;964;1130;26,28000069;30,70000076;237,3300018;;0,370000005;0,170000002;;0,379999995;2,859999895;0;6,730000019;81,47000122;0;;33;13418;6555990;33;22215;6561030;;;;;;;;;;;;;;;;;;
30;8;0;1001;1;Øvstabøstøl;Aktiv;15.04.1986 12:00;05.04.2016 12:00;35,144762;;58,86764145;6,573903084;14864;6555934;0,770310938;0,00708479;0;38,40000153;968;49,84999847;49,84999847;;;12.05.2015 00:00;;22,01000023;31,89999962;32,25999832;578;688;746;794;828;857;889;920;954;998;1130;10,27999973;13,60999966;248,8800049;;0;0,280000001;;0,899999976;0,140000001;0;8,319999695;90,83000183;0;;33;18082;6558768;33;22215;6561030;;;;;;;;;;;;;;;;;;
31;2;0;1001;1;Lysedalen;Nedlagt;01.11.1953 12:00;31.12.1984 12:00;0;;59,06354523;6,703454971;25011;6576704;;;;;970;47,06000137;47,06000137;;;12.05.2015 00:00;;61,61999893;43,81999969;59,09999847;78;610;761;833;875;899;925;951;951;1013;1109;11,55000019;14,10000038;265,3500061;;0;0,02;;0,839999974;7,769999981;0;7,010000229;84,63999939;0;;33;29196;6576204;33;34665;6579087;;;;;;;;;;;;;;;;;;Y
31;10;0;1001;1;Venekvev;Aktiv;17.12.1987 12:00;17.04.2016 12:00;6,628019;;59,0362854;6,686100006;23642;6573808;0;0;0;0;977;1,610000014;1,610000014;;;12.05.2015 00:00;;81,93000031;33,68999863;70,12000275;807;863;885;902;928;928;963;975;987;1008;1008;2,519999981;2,730000019;265,3500061;;0;0;;1,110000014;0;0;6,829999924;93,16999817;0;;33;23300;6572980;33;22457;6572083;;;;;;;;;;;;;;Y;Y;;;
32;1;0;1001;0;Liarvatn;Aktiv;01.08.1914 12:00;16.04.2016 12:00;11,165545;1944;59,05115891;6,127017975;-8053;6579591;0,999820948;0,041273989;0;0;978;55,84999847;55,84999847;;;12.05.2015 00:00;;44,56999969;33,72000122;83,02999878;300;417;470;517;558;601;620;652;688;726;849;11,10999966;3,140000105;262,769989;;0;0,699999988;;4,199999809;27,45000076;0;14,13000011;53,59000015;0;;33;-2442;6579863;33;2427;6578675;;;;;;;;;;;Y;;;;;;;
32;6;0;1001;0;Liarvatn ndf.;Aktiv;01.08.1914 12:00;16.04.2016 12:00;11,165545;1944;59,04922867;6,118229866;-8583;6579444;0,999820948;0,041273989;0;0;978;55,84999847;55,84999847;;;12.05.2015 00:00;;44,56999969;33,72000122;83,02999878;300;417;470;517;558;601;620;652;688;726;849;11,10999966;3,140000105;262,769989;;0;0,699999988;;4,199999809;27,45000076;0;14,13000011;53,59000015;0;;33;-2442;6579863;33;2427;6578675;Y;Y;;;;;;;;;;Y;;;;;Y;
33;2;0;1001;1;Tveid;Nedlagt;00.01.1900 00:00;30.12.1999 12:00;0,132268;;59,1341629;6,245946884;-55;6587880;;;;;983;512,3099976;512,3099976;;;12.05.2015 00:00;;21,11000061;32,61000061;23,94000053;46;472;636;731;805;877;934;990;1045;1100;1269;38,52000046;47,70000076;261,5;;0,400000006;0,620000005;;1,370000005;9,369999886;0;13,75;70,72000122;0,01;;33;18702;6590406;33;37581;6591586;Y;Y;;Y;;;;;;;;;;;;;;Y
