regine_area;main_no;point_no;param_key;version_no_end;station_name;station_status_name;dt_start_date;dt_end_date;percent_missing_days;first_year_regulation;latitude;longitude;utm_east_z33;utm_north_z33;regulation_part_area;regulation_part_reservoirs;transfer_area_in;transfer_area_out;drainage_basin_key;area_norway;area_total;comment;drainage_dens;dt_registration_date;dt_regul_date;gradient_1085;gradient_basin;gradient_river;height_minimum;height_hypso_10;height_hypso_20;height_hypso_30;height_hypso_40;height_hypso_50;height_hypso_60;height_hypso_70;height_hypso_80;height_hypso_90;height_maximum;length_km_basin;length_km_river;ocean_polar_angle;ocean_polar_distance;perc_agricul;perc_bog;perc_eff_bog;perc_eff_lake;perc_forest;perc_glacier;perc_lake;perc_mountain;perc_urban;prec_intens_max;utm_zone_gravi;utm_east_gravi;utm_north_gravi;utm_zone_inlet;utm_east_inlet;utm_north_inlet;br1_middelavrenning_1930_1960;br2_Tilsigsberegning;br3_Regional_flomfrekvensanalyse;br5_Regional_lavvannsanalyse;br6_Klimastudier;br7_Klimascenarier;br9_Flomvarsling;br11_FRIEND;br12_GRDC;br23_HBV;br24_middelavrenning_1930_1960;br26_TotalAvlop;br31_FlomserierPrim;br32_FlomserierSekundar;br33_Flomkart_aktive_ureg;br34_Flomkart_aktive_ureg;br38_Flomkart_aktive_ureg_periode;br39_Flomkart_nedlagt_stasjon
2;328;0;1001;1;Fundin ndf.;Aktiv;30.08.1971 12:00;16.04.2016 12:00;21,052632;1968;62,32292938;9,915057182;236685;6920513;1;0,484891534;0;0;215;252,4900055;252,4900055;;;12.05.2015 00:00;;3,420000076;15,94999981;8,949999809;1020;1054;1098;1137;1177;1208;1245;1286;1333;1401;1689;24,76000023;29,5;314,4500122;;0,090000004;10,72999954;;4,090000153;0;0;5,800000191;82,68000031;0;;33;232636;6927460;33;233850;6944967;Y;Y;;;;;Y;;;;;;;;;;;
2;329;0;1001;1;Hellen bru;Nedlagt;22.04.1970 12:00;17.03.2002 12:00;0;;60,08914566;11,04089642;279853;6667936;;;;;205;81,75;81,75;;;12.05.2015 00:00;;11,09000015;12,52000046;15,67000008;126;172;205;255;281;301;321;342;365;393;560;14,98999977;23,65999985;194,0099945;;11,19999981;6,309999943;;0,340000004;77,02999878;0;3,279999971;0;1,299999952;;33;275147;6671588;33;270641;6679054;;;;;;;;;;;Y;;;;;;;Y
2;331;0;1001;0;Kauserud;Aktiv;01.01.1971 12:00;31.12.2015 12:00;0,024337;;60,08368683;11,26531029;292288;6666602;0;0;0;0;206;91,19999695;91,19999695;;;12.05.2015 00:00;;2,940000057;7,159999847;6,340000153;130;155;161;166;172;177;183;200;209;223;345;18,22999954;22,82999992;198,5899963;;41,54000092;3,170000076;;0;53,65000153;0;0,129999995;0;0,889999986;;33;294358;6674318;33;292574;6683490;;;;;;;Y;Y;;;;;;Y;Y;;;
2;331;0;1001;0;Kauserud;Aktiv;01.01.1971 12:00;31.12.2015 12:00;0,024337;;60,08368683;11,26531029;292288;6666602;0;0;0;0;206;91,19999695;91,19999695;;;12.05.2015 00:00;;2,940000057;7,159999847;6,340000153;130;155;161;166;172;177;183;200;209;223;345;18,22999954;22,82999992;198,5899963;;41,54000092;3,170000076;;0;53,65000153;0;0,129999995;0;0,889999986;;33;294358;6674318;33;292574;6683490;;;;;;;Y;Y;;;;;;Y;Y;;;
2;333;0;1001;1;Eriksvann ndf.;Nedlagt;07.01.1998 12:00;11.02.2004 12:00;0;;59,83849716;10,92973137;271959;6640433;;;;;2359;6,269999981;6,269999981;;;12.05.2015 00:00;;20,25;;16,76000023;200;231;245;257;270;276;282;288;295;306;356;3,769999981;4,539999962;;;0;9,090000153;;1,029999971;89,30999756;0;1,75;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
2;339;0;1001;1;Høyegga ndf.;Nedlagt;20.06.1971 12:00;30.09.2006 12:00;11,918988;1913;62,01948166;10,82309914;281473;6883389;0,229668915;0,123246834;0;6575,629883;212;6512,62793;6575,77002;;;12.05.2015 00:00;;2;12,80000019;2,230000019;468;690;747;795;847;899;955;1021;1108;1241;1851;115,3700027;177,7299957;312,75;;2,619999886;8,760000229;;0,129999995;37,20999908;0;3,599999905;37,72000122;0,109999999;;33;279659;6922152;33;350259;6970924;;;;;;;;;;;;;;;;;;
2;341;0;1001;1;Feragen ndf.;Nedlagt;01.07.1971 12:00;31.12.1992 12:00;0;;62,48458862;11,84329796;337340;6932141;;;;;214;203,1575012;203,75;;;12.05.2015 00:00;;1,309999943;12,88000011;9,619999886;654;659;684;715;750;784;827;885;979;1173;1558;14,81000042;23,87000084;325,1000061;;0,709999979;8,270000458;;7,849999905;40,04999924;0;9,710000038;32,79000092;0,01;;33;341786;6936108;33;332625;6942791;;;;;;;;;;;;;;;;;;Y
2;344;0;1001;0;Løpet kraftstasjon;Aktiv;01.01.1971 12:00;31.12.2013 12:00;12,47294;;61,16356659;11,45764446;309460;6786169;;;;;216;3860,252197;3860,300049;;;12.05.2015 00:00;;2,359999895;13,18000031;5,320000172;224;416;509;579;642;697;749;810;877;961;1743;127,4599991;158,7299957;313,6799927;;1,100000024;12,52999973;;1,159999967;61,95000076;0;3,480000019;16,64999962;0,029999999;;33;310090;6842456;33;303296;6912171;;;;;;;;;;;Y;;;;;;;
2;344;0;1001;0;Løpet kraftstasjon;Aktiv;01.01.1971 12:00;31.12.2013 12:00;12,47294;;61,16356659;11,45764446;309460;6786169;;;;;216;3860,252197;3860,300049;;;12.05.2015 00:00;;2,359999895;13,18000031;5,320000172;224;416;509;579;642;697;749;810;877;961;1743;127,4599991;158,7299957;313,6799927;;1,100000024;12,52999973;;1,159999967;61,95000076;0;3,480000019;16,64999962;0,029999999;;33;310090;6842456;33;303296;6912171;;;;;;;;;;;Y;;;;;;;
2;344;0;1055;1;Løpet kraftstasjon;Aktiv;02.01.1996 12:00;30.03.2016 12:00;1,406546;;61,16356659;11,45764446;309460;6786169;;;;;216;3860,252197;3860,300049;;;12.05.2015 00:00;;2,359999895;13,18000031;5,320000172;224;416;509;579;642;697;749;810;877;961;1743;127,4599991;158,7299957;313,6799927;;1,100000024;12,52999973;;1,159999967;61,95000076;0;3,480000019;16,64999962;0,029999999;;33;310090;6842456;33;303296;6912171;;;;;;;;;;;Y;;;;;;;
2;344;0;1055;1;Løpet kraftstasjon;Aktiv;02.01.1996 12:00;30.03.2016 12:00;1,406546;;61,16356659;11,45764446;309460;6786169;;;;;216;3860,252197;3860,300049;;;12.05.2015 00:00;;2,359999895;13,18000031;5,320000172;224;416;509;579;642;697;749;810;877;961;1743;127,4599991;158,7299957;313,6799927;;1,100000024;12,52999973;;1,159999967;61,95000076;0;3,480000019;16,64999962;0,029999999;;33;310090;6842456;33;303296;6912171;;;;;;;;;;;Y;;;;;;;
2;346;0;1001;1;Lesjaverk (Lesjaskogvatnet);Aktiv;07.10.1972 12:00;16.04.2016 12:00;0,00629;;62,18925476;8,53838253;164063;6912044;0;0;0;0;217;89,69999695;89,69999695;;;12.05.2015 00:00;;83,87000275;17,75;64,93000031;611;637;762;958;1139;1229;1287;1351;1418;1474;1741;11,06999969;12,42000008;330,8099976;;1,799999952;1,039999962;;4,889999866;25,30999947;0,340000004;3,400000095;67,18000031;0,059999999;;33;160325;6911699;33;155499;6907268;Y;;;;;;;;;;Y;;;Y;Y;;;
2;347;0;1001;1;Røstefoss;Aktiv;22.03.1974 12:00;31.12.1995 12:00;21,458202;;62,50775146;11,26462936;307693;6936310;;;;;218;1670,979858;1735;;;12.05.2015 00:00;;3,5;11,11999989;7,400000095;614;690;721;755;783;813;844;877;915;992;1572;59,77999878;96,73000336;325,1000061;;1,649999976;11,42000008;;1,659999967;37,56999969;0;9,109999657;27,03000069;0,150000006;;33;331491;6949000;33;350281;6970922;;;;;;;;;;;;;;;;;;
2;347;0;1001;1;Røstefoss;Aktiv;22.03.1974 12:00;31.12.1995 12:00;21,458202;;62,50775146;11,26462936;307693;6936310;;;;;218;1670,979858;1735;;;12.05.2015 00:00;;3,5;11,11999989;7,400000095;614;690;721;755;783;813;844;877;915;992;1572;59,77999878;96,73000336;325,1000061;;1,649999976;11,42000008;;1,659999967;37,56999969;0;9,109999657;27,03000069;0,150000006;;33;331491;6949000;33;350281;6970922;;;;;;;;;;;;;;;;;;
2;347;0;1001;1;Røstefoss;Aktiv;22.03.1974 12:00;31.12.1995 12:00;21,458202;;62,50775146;11,26462936;307693;6936310;;;;;218;1670,979858;1735;;;12.05.2015 00:00;;3,5;11,11999989;7,400000095;614;690;721;755;783;813;844;877;915;992;1572;59,77999878;96,73000336;325,1000061;;1,649999976;11,42000008;;1,659999967;37,56999969;0;9,109999657;27,03000069;0,150000006;;33;331491;6949000;33;350281;6970922;;;;;;;;;;;;;;;;;;
2;347;0;1055;1;Røstefoss;Aktiv;02.01.1996 12:00;30.03.2016 12:00;31,403841;;62,50775146;11,26462936;307693;6936310;;;;;218;1670,979858;1735;;;12.05.2015 00:00;;3,5;11,11999989;7,400000095;614;690;721;755;783;813;844;877;915;992;1572;59,77999878;96,73000336;325,1000061;;1,649999976;11,42000008;;1,659999967;37,56999969;0;9,109999657;27,03000069;0,150000006;;33;331491;6949000;33;350281;6970922;;;;;;;;;;;;;;;;;;
2;347;0;1055;1;Røstefoss;Aktiv;02.01.1996 12:00;30.03.2016 12:00;31,403841;;62,50775146;11,26462936;307693;6936310;;;;;218;1670,979858;1735;;;12.05.2015 00:00;;3,5;11,11999989;7,400000095;614;690;721;755;783;813;844;877;915;992;1572;59,77999878;96,73000336;325,1000061;;1,649999976;11,42000008;;1,659999967;37,56999969;0;9,109999657;27,03000069;0,150000006;;33;331491;6949000;33;350281;6970922;;;;;;;;;;;;;;;;;;
2;347;0;1055;1;Røstefoss;Aktiv;02.01.1996 12:00;30.03.2016 12:00;31,403841;;62,50775146;11,26462936;307693;6936310;;;;;218;1670,979858;1735;;;12.05.2015 00:00;;3,5;11,11999989;7,400000095;614;690;721;755;783;813;844;877;915;992;1572;59,77999878;96,73000336;325,1000061;;1,649999976;11,42000008;;1,659999967;37,56999969;0;9,109999657;27,03000069;0,150000006;;33;331491;6949000;33;350281;6970922;;;;;;;;;;;;;;;;;;
2;352;0;1001;1;Hyllingen;Nedlagt;11.10.1972 12:00;27.02.1990 12:00;0,771775;;62,69226074;11,92188072;342490;6955063;;;;;219;143,6575012;182,3099976;;;12.05.2015 00:00;;10,35999966;14;16,59000015;752;784;824;861;888;910;948;1029;1147;1232;1572;21,23999977;35,00999832;323,2799988;;0;7,46999979;;2,059999943;20,20999908;0;7,25;62,08000183;0;;33;349852;6961958;33;350261;6970924;;;;;;;;;;;;;;;;;;
2;353;0;1001;1;Rien;Nedlagt;08.05.1971 12:00;27.02.1990 12:00;0,713142;;62,71918488;11,87953186;340470;6958164;;;;;220;175,5995026;175,6000061;;;12.05.2015 00:00;;4,949999809;9,229999542;4,75;748;751;773;793;812;836;856;877;901;942;1052;20,89999962;26,13999939;324,7900085;;0,090000004;11,35000038;;10,06999969;30,78000069;0;18,02000046;29,62999916;0,01;;33;338808;6967524;33;337033;6974248;;;;;;;;;;;Y;;;;;;;
2;354;0;1001;1;Feragen;Nedlagt;15.04.1970 12:00;31.12.1991 12:00;35,682764;;62,48536682;11,84919643;337648;6932213;;;;;214;203,1575012;203,75;;;12.05.2015 00:00;;1,309999943;12,88000011;9,619999886;654;659;684;715;750;784;827;885;979;1173;1558;14,81000042;23,87000084;325,1000061;;0,709999979;8,270000458;;7,849999905;40,04999924;0;9,710000038;32,79000092;0,01;;33;341786;6936108;33;332625;6942791;;;;;;;;;;;;;;;;;;Y
2;377;0;1001;0;Einunna overføring;Aktiv;06.11.1971 12:00;30.09.2012 12:00;25,676037;;62,22877884;10,343153;258069;6908373;0,99807179;0,285291851;0;0;57;573,2199707;573,2199707;;;12.05.2015 00:00;;4,320000172;16,85000038;8,539999962;717;949;1021;1062;1102;1142;1184;1230;1289;1364;1689;44,54999924;64,26999664;313,6900024;;0,280000001;10,97000027;;0,899999976;5,739999771;0;3,460000038;70,93000031;0;;33;260402;6908790;33;233848;6944956;;Y;;;;;;;;;;;;;;;;
2;377;0;1001;0;Einunna overføring;Aktiv;06.11.1971 12:00;30.09.2012 12:00;25,676037;;62,22877884;10,343153;258069;6908373;0,99807179;0,285291851;0;0;57;573,2199707;573,2199707;;;12.05.2015 00:00;;4,320000172;16,85000038;8,539999962;717;949;1021;1062;1102;1142;1184;1230;1289;1364;1689;44,54999924;64,26999664;313,6900024;;0,280000001;10,97000027;;0,899999976;5,739999771;0;3,460000038;70,93000031;0;;33;260402;6908790;33;233848;6944956;;Y;;;;;;;;;;;;;;;;
2;378;0;1001;1;Heimdalsoset;Nedlagt;01.01.1960 12:00;31.12.1975 12:00;0;;61,44618607;9,107247353;186067;6826686;;;;;223;129,8300018;129,8300018;;;12.05.2015 00:00;;12,88000011;19,22999954;19,45999908;1052;1070;1110;1169;1243;1308;1345;1400;1474;1573;1841;16,55999947;22,18000031;330,8299866;;0;2,130000114;;5,690000057;4,489999771;0;6,800000191;82,30999756;0;;33;177916;6824905;33;173391;6828955;;;;;;;;;;;;;;;;;;
2;379;0;1001;2;Savalen;Aktiv;01.01.1976 12:00;31.12.1997 12:00;4,554505;;62,23233795;10,52034092;267291;6908119;;;;;60;102,2799988;102,2799988;;;12.05.2015 00:00;;17,61000061;16,17000008;21,32999992;707;709;718;738;766;800;842;888;939;1007;1431;13,21000004;21,81999969;313,6900024;;0,930000007;5,260000229;;14,89000034;50,36000061;0;16,5;18,20000076;0;;33;265319;6913229;33;262524;6917656;;;;;;;;;;;;;;;;;;
2;379;0;1001;2;Savalen;Aktiv;01.01.1976 12:00;31.12.1997 12:00;4,554505;;62,23233795;10,52034092;267291;6908119;;;;;60;102,2799988;102,2799988;;;12.05.2015 00:00;;17,61000061;16,17000008;21,32999992;707;709;718;738;766;800;842;888;939;1007;1431;13,21000004;21,81999969;313,6900024;;0,930000007;5,260000229;;14,89000034;50,36000061;0;16,5;18,20000076;0;;33;265319;6913229;33;262524;6917656;;;;;;;;;;;;;;;;;;
2;393;0;1001;0;Norsfoss;Aktiv;01.01.1975 12:00;16.04.2016 12:00;2,99032;1910;60,33902359;12,03551674;336380;6692848;0,532843292;0,088728331;0;0;231;18515,0293;18936,91016;;;12.05.2015 00:00;;1,620000005;12,57999992;1,720000029;147;305;429;550;672;749;822;897;985;1117;2170;285,7999878;415,9100037;313,6799927;;2,970000029;10,22000027;;0,07;55,61999893;0;2,74000001;21,93000031;0,150000006;;33;296621;6846154;33;350257;6970923;;;;;;;Y;;;;;;;Y;;;;
2;393;0;1001;0;Norsfoss;Aktiv;01.01.1975 12:00;16.04.2016 12:00;2,99032;1910;60,33902359;12,03551674;336380;6692848;0,532843292;0,088728331;0;0;231;18515,0293;18936,91016;;;12.05.2015 00:00;;1,620000005;12,57999992;1,720000029;147;305;429;550;672;749;822;897;985;1117;2170;285,7999878;415,9100037;313,6799927;;2,970000029;10,22000027;;0,07;55,61999893;0;2,74000001;21,93000031;0,150000006;;33;296621;6846154;33;350257;6970923;;;;;;;Y;;;;;;;Y;;;;
2;396;0;1001;1;Elgsjø ndf.;Aktiv;06.01.1975 12:00;31.12.2015 12:00;69,772879;;62,36133957;9,800291061;231095;6925255;;;;;233;33,65000153;33,65000153;;;12.05.2015 00:00;;6,590000153;15,81000042;19,78000069;1123;1140;1174;1193;1211;1234;1267;1305;1349;1400;1572;9,340000153;13,19999981;313,0799866;;0;7,860000134;;7,039999962;0;0;7,599999905;84,43000031;0;;33;228802;6922752;33;228872;6933282;;;;;;;;;;;;;;;;;;
2;398;0;1001;2;Marsjø ndf.;Nedlagt;20.10.1979 12:00;29.03.2011 12:00;44,342847;;62,34174728;10,0469408;243665;6922075;;;;;235;23,47999954;23,47999954;;;12.05.2015 00:00;;22,23999977;19,90999985;50,15999985;1064;1066;1090;1115;1149;1194;1250;1320;1401;1477;1639;6,570000172;7,070000172;313,6900024;;0;4,900000095;;10,94999981;0;0;12,39999962;82,83999634;0;;33;245566;6924610;33;246586;6927074;;;;;;;;;;;;;;;;;;
2;400;0;1001;1;Osfallet kraftstasjon;Nedlagt;01.01.1976 12:00;31.10.1984 12:00;7,065386;;61,20307541;11,507267;312362;6790421;;;;;237;1350,522339;1350,410034;;;12.05.2015 00:00;;3,930000067;10,13000011;5,380000114;256;460;503;540;577;611;654;700;755;830;1201;59;89,40000153;195,8999939;;0,769999981;17,01000023;;2,829999924;66,80999756;0;3,99000001;7,039999962;0,01;;33;325834;6809838;33;322788;6844289;;;;;;;;;;;;;;;;;;
2;410;0;1001;1;Funnefoss overvann;Aktiv;01.01.1986 12:00;16.04.2016 12:00;1,654013;1910;60,16689682;11,53153038;307571;6675053;0,492373139;0,083990946;0;0;240;20071,54883;20493,06055;;;12.05.2015 00:00;;1,350000024;12,48999977;2,519999981;127;271;374;485;615;718;799;879;969;1103;2170;305,0499878;479,3599854;314,480011;;3,420000076;9,829999924;;0,059999999;57,31999969;0;2,900000095;20,26000023;0,189999998;;33;298326;6834752;33;350258;6970925;;;;;;;;;;;;;;;;;;
2;412;0;1001;0;Funnefoss kraftverk;Aktiv;01.01.1979 12:00;16.04.2016 12:00;17,935541;1910;60,16693115;11,52972984;307472;6675062;0,492373139;0,083990946;0;0;240;20071,54883;20493,06055;;;12.05.2015 00:00;;1,350000024;12,48999977;2,519999981;127;271;374;485;615;718;799;879;969;1103;2170;305,0499878;479,3599854;314,480011;;3,420000076;9,829999924;;0,059999999;57,31999969;0;2,900000095;20,26000023;0,189999998;;33;298326;6834752;33;350258;6970925;;;;;;;;;;;;;;;;;;
2;412;0;1001;0;Funnefoss kraftverk;Aktiv;01.01.1979 12:00;16.04.2016 12:00;17,935541;1910;60,16693115;11,52972984;307472;6675062;0,492373139;0,083990946;0;0;240;20071,54883;20493,06055;;;12.05.2015 00:00;;1,350000024;12,48999977;2,519999981;127;271;374;485;615;718;799;879;969;1103;2170;305,0499878;479,3599854;314,480011;;3,420000076;9,829999924;;0,059999999;57,31999969;0;2,900000095;20,26000023;0,189999998;;33;298326;6834752;33;350258;6970925;;;;;;;;;;;;;;;;;;
2;412;0;1055;1;Funnefoss kraftverk;Aktiv;02.01.1996 12:00;30.03.2016 12:00;5,626183;1910;60,16693115;11,52972984;307472;6675062;0,492373139;0,083990946;0;0;240;20071,54883;20493,06055;;;12.05.2015 00:00;;1,350000024;12,48999977;2,519999981;127;271;374;485;615;718;799;879;969;1103;2170;305,0499878;479,3599854;314,480011;;3,420000076;9,829999924;;0,059999999;57,31999969;0;2,900000095;20,26000023;0,189999998;;33;298326;6834752;33;350258;6970925;;;;;;;;;;;;;;;;;;
2;412;0;1055;1;Funnefoss kraftverk;Aktiv;02.01.1996 12:00;30.03.2016 12:00;5,626183;1910;60,16693115;11,52972984;307472;6675062;0,492373139;0,083990946;0;0;240;20071,54883;20493,06055;;;12.05.2015 00:00;;1,350000024;12,48999977;2,519999981;127;271;374;485;615;718;799;879;969;1103;2170;305,0499878;479,3599854;314,480011;;3,420000076;9,829999924;;0,059999999;57,31999969;0;2,900000095;20,26000023;0,189999998;;33;298326;6834752;33;350258;6970925;;;;;;;;;;;;;;;;;;
2;413;0;1001;1;Stokkelva;Nedlagt;01.01.1973 12:00;31.12.1979 12:00;0;;60,88483429;10,65998745;264536;6757756;;;;;241;228,7200012;228,7200012;;;12.05.2015 00:00;;14,64999962;13,67000008;15,75;151;385;444;491;522;544;572;600;638;688;950;32,06999969;43,79999924;182,0299988;;8,470000267;9,210000038;;0,270000011;77,73999786;0;1,299999952;0;0,01;;33;248739;6760874;33;239406;6771801;;;;;;;;;;;;;;;;;;
2;415;0;1001;1;Espedalsvatn;Aktiv;01.01.1976 12:00;16.04.2016 12:00;17,415234;;61,43769073;9,49435997;206575;6823937;0;0;0;0;242;95,19000244;95,19000244;;;12.05.2015 00:00;;20,98999977;21,96999931;24,37000084;721;755;853;924;995;1055;1098;1134;1176;1226;1449;12,39000034;14,61999989;330,8299866;;0,610000014;4,630000114;;4,829999924;40,97999954;0;7,869999886;40,5;0,01;;33;208374;6820050;33;210987;6814979;;;;;;;;;;;Y;;;Y;Y;;;
2;416;0;1001;1;Vågåvatn;Aktiv;01.01.1978 12:00;16.04.2016 12:00;0;1941;61,86003494;9,001957893;184719;6873159;0,381997019;0,159789085;179,3399963;58,09000015;2296;3416,969971;3416,969971;;;12.05.2015 00:00;;-999;;-999;362;789;983;1123;1235;1333;1419;1504;1602;1751;2462;94,23999786;-999;;;1,220000029;0,519999981;;0,5;14,03999996;7,239999771;4,090000153;69,15000153;0,039999999;;;;;;;;;;;;;;;;;;;;;Y;;;;
2;419;0;1001;1;Skreia;Nedlagt;07.11.1972 12:00;11.10.1982 12:00;0,3861;;60,64776611;10,9215641;277074;6730475;;;;;244;275,8299866;275,8299866;;;12.05.2015 00:00;;13,22000027;4,059999943;11,55000019;183;262;325;371;402;431;470;520;580;638;840;22,42000008;40,00999832;188,7200012;;31,81999969;7,610000134;;0,02;54,95999908;0;1,399999976;0,039999999;0,879999995;;33;269777;6726382;33;267339;6712516;;;;;;;;;;;;;;;;;;
2;429;0;1001;0;Rånåsfoss;Aktiv;01.01.1970 12:00;16.04.2016 12:00;7,724154;;60,0279007;11,32252121;295122;6660217;0,999255836;0,172205746;23,84000015;0;248;38025,21484;38446,78125;;;12.05.2015 00:00;;1,330000043;13,85000038;1,50999999;90;261;392;523;668;782;884;986;1122;1354;2463;321,2200012;496,0700073;321,8200073;;4,909999847;7,900000095;;0,449999988;48,16999817;0,879999995;4,090000153;27,70999908;0,310000002;;33;258751;6827801;33;350255;6970923;;;;;;;;;;;;;;Y;;;;
2;429;0;1001;0;Rånåsfoss;Aktiv;01.01.1970 12:00;16.04.2016 12:00;7,724154;;60,0279007;11,32252121;295122;6660217;0,999255836;0,172205746;23,84000015;0;248;38025,21484;38446,78125;;;12.05.2015 00:00;;1,330000043;13,85000038;1,50999999;90;261;392;523;668;782;884;986;1122;1354;2463;321,2200012;496,0700073;321,8200073;;4,909999847;7,900000095;;0,449999988;48,16999817;0,879999995;4,090000153;27,70999908;0,310000002;;33;258751;6827801;33;350255;6970923;;;;;;;;;;;;;;Y;;;;
2;429;0;1001;0;Rånåsfoss;Aktiv;01.01.1970 12:00;16.04.2016 12:00;7,724154;;60,0279007;11,32252121;295122;6660217;0,999255836;0,172205746;23,84000015;0;248;38025,21484;38446,78125;;;12.05.2015 00:00;;1,330000043;13,85000038;1,50999999;90;261;392;523;668;782;884;986;1122;1354;2463;321,2200012;496,0700073;321,8200073;;4,909999847;7,900000095;;0,449999988;48,16999817;0,879999995;4,090000153;27,70999908;0,310000002;;33;258751;6827801;33;350255;6970923;;;;;;;;;;;;;;Y;;;;
2;429;0;1055;1;Rånåsfoss;Aktiv;02.01.1996 12:00;31.12.2013 12:00;27,897779;;60,0279007;11,32252121;295122;6660217;0,999255836;0,172205746;23,84000015;0;248;38025,21484;38446,78125;;;12.05.2015 00:00;;1,330000043;13,85000038;1,50999999;90;261;392;523;668;782;884;986;1122;1354;2463;321,2200012;496,0700073;321,8200073;;4,909999847;7,900000095;;0,449999988;48,16999817;0,879999995;4,090000153;27,70999908;0,310000002;;33;258751;6827801;33;350255;6970923;;;;;;;;;;;;;;Y;;;;
2;429;0;1055;1;Rånåsfoss;Aktiv;02.01.1996 12:00;31.12.2013 12:00;27,897779;;60,0279007;11,32252121;295122;6660217;0,999255836;0,172205746;23,84000015;0;248;38025,21484;38446,78125;;;12.05.2015 00:00;;1,330000043;13,85000038;1,50999999;90;261;392;523;668;782;884;986;1122;1354;2463;321,2200012;496,0700073;321,8200073;;4,909999847;7,900000095;;0,449999988;48,16999817;0,879999995;4,090000153;27,70999908;0,310000002;;33;258751;6827801;33;350255;6970923;;;;;;;;;;;;;;Y;;;;
2;429;0;1055;1;Rånåsfoss;Aktiv;02.01.1996 12:00;31.12.2013 12:00;27,897779;;60,0279007;11,32252121;295122;6660217;0,999255836;0,172205746;23,84000015;0;248;38025,21484;38446,78125;;;12.05.2015 00:00;;1,330000043;13,85000038;1,50999999;90;261;392;523;668;782;884;986;1122;1354;2463;321,2200012;496,0700073;321,8200073;;4,909999847;7,900000095;;0,449999988;48,16999817;0,879999995;4,090000153;27,70999908;0,310000002;;33;258751;6827801;33;350255;6970923;;;;;;;;;;;;;;Y;;;;
2;431;0;1001;1;Brekke;Nedlagt;08.12.1978 12:00;31.08.1986 12:00;0;;59,43751144;11,23077297;286277;6594827;;;;;250;464,2799988;464,2799988;;;12.05.2015 00:00;;1;10,89000034;3,319999933;56;111;118;124;134;142;157;175;193;216;323;28,30999947;47,11000061;212,8999939;;25,68000031;3,150000095;;0,090000004;66,09999847;0;2,49000001;0;0,629999995;;33;286033;6594982;33;304161;6576120;;;;;;;;;;;;;;;;;;
2;432;0;1001;1;Stortorp mølle;Nedlagt;26.04.1979 12:00;24.06.1995 12:00;0;;59,35955429;11,51599884;301986;6585272;0;0;0;0;2281;87,12999725;87,12999725;;;12.05.2015 00:00;;5,119999886;;6,420000076;111;120;138;151;163;178;189;201;213;227;323;13,21000004;16,68000031;;;4,119999886;5,389999866;;0,419999987;86,26000214;0;3,720000029;0;0,029999999;;;;;;;;;Y;;;;;;;;;;;;;;;;
2;433;0;1001;1;Vråla;Nedlagt;26.04.1979 12:00;28.12.1986 12:00;11,055635;;59,44287872;11,28404427;289329;6595254;;;;;251;6,75;6,75;;;12.05.2015 00:00;;4,900000095;9,069999695;8,75;73;85;94;99;101;103;106;109;113;120;147;3,75999999;5,070000172;214,3500061;;58,22000122;0;;-999;37,18999863;0;0;0;0;;33;289995;6597618;33;290676;6598502;;;;;;;;;;;;;;;;;;
2;434;0;1001;1;Ofossen;Aktiv;02.05.1979 12:00;08.01.2016 12:00;0,291023;1944;61,88259888;8,313762665;148891;6879200;0,612886727;0,168945804;132,9400024;58,09000015;252;1584,719971;1584,719971;;;12.05.2015 00:00;;9,340000153;25,29999924;12,25;393;840;1009;1143;1252;1336;1410;1482;1550;1656;2082;58,38999939;72,16999817;322,2200012;;0,49000001;0,349999994;;0,209999993;12,93999958;7,510000229;4,760000229;71,58999634;0,050000001;;33;121933;6889235;33;95489;6900856;;;;;;;;;;;;;;Y;;;;
2;439;0;1001;1;Kvarstadseter;Aktiv;13.07.1979 12:00;16.04.2016 12:00;23,905273;;61,17847443;10,89334202;279236;6789603;0;0;0;0;255;377,0899963;377,0899963;;;12.05.2015 00:00;;8,960000038;8,789999962;11,18999958;669;759;816;850;884;912;935;962;991;1032;1191;32,88999939;37,81999969;186,7700043;;0,280000001;29,56999969;;0,050000001;40,34999847;0;2,410000086;16,72999954;0;;33;272289;6802732;33;265099;6817481;;;;;;;Y;;;Y;;;Y;;Y;;;
2;441;0;1001;0;Strandfossen kraftstasjon;Aktiv;01.01.1981 12:00;10.04.2016 12:00;42,750699;;60,90936661;11,52532578;311595;6757686;;;;;257;15346,81641;15409,71973;;;12.05.2015 00:00;;1,909999967;13,38000011;2,049999952;180;472;608;696;758;818;878;943;1026;1156;2170;222,4600067;329,25;312,5299988;;1,799999952;10,14999962;;0,100000001;51,50999832;0;2,769999981;26,94000053;0,100000001;;33;286862;6871652;33;350259;6970924;;;;;;;;;;;;;;;;;;
2;441;0;1001;0;Strandfossen kraftstasjon;Aktiv;01.01.1981 12:00;10.04.2016 12:00;42,750699;;60,90936661;11,52532578;311595;6757686;;;;;257;15346,81641;15409,71973;;;12.05.2015 00:00;;1,909999967;13,38000011;2,049999952;180;472;608;696;758;818;878;943;1026;1156;2170;222,4600067;329,25;312,5299988;;1,799999952;10,14999962;;0,100000001;51,50999832;0;2,769999981;26,94000053;0,100000001;;33;286862;6871652;33;350259;6970924;;;;;;;;;;;;;;;;;;
